id,Year,Month number,Offence category,Offence type,Reporting region ,Statistical Area 2,Number of offences
4857,2015,9,Sexual Assault and related offences,Sexual assault,Darwin,-,11
4858,2015,9,Sexual Assault and related offences,Sexual assault,Palmerston,-,3
4859,2015,9,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,225
4860,2015,9,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,16
4861,2015,9,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,10
4862,2015,9,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,89
4863,2015,10,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Darwin,-,1
4864,2015,10,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,7
4865,2015,10,Abduction - harassment and other offences against the person,Harassment and private nuisance,Palmerston,-,1
4866,2015,10,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,5
4867,2015,10,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Howard Springs,1
4868,2015,10,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,2
4869,2015,10,Acts intended to cause injury,Assault,Darwin,-,37
4870,2015,10,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
4871,2015,10,Acts intended to cause injury,Assault,Palmerston,-,18
4872,2015,10,Acts intended to cause injury,Assault,Darwin,-,55
4873,2015,10,Acts intended to cause injury,Assault,Palmerston,-,5
4874,2015,10,Acts intended to cause injury,Assault,Darwin,-,10
4875,2015,10,Acts intended to cause injury,Assault,Palmerston,-,4
4876,2015,10,Acts intended to cause injury,Assault,Darwin,-,23
4877,2015,10,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
4878,2015,10,Acts intended to cause injury,Assault,Palmerston,-,4
4879,2015,10,Acts intended to cause injury,Assault,Darwin,-,10
4880,2015,10,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
4881,2015,10,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
4882,2015,10,Acts intended to cause injury,Assault,Palmerston,-,4
4883,2015,10,Acts intended to cause injury,Assault,Darwin,-,19
4884,2015,10,Acts intended to cause injury,Assault,NT Balance,Howard Springs,2
4885,2015,10,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
4886,2015,10,Acts intended to cause injury,Assault,Palmerston,-,8
4887,2015,10,Acts intended to cause injury,Other acts intended to cause injury,Darwin,-,1
4888,2015,10,Commercial break-ins,Commercial break-ins actual,Darwin,-,30
4889,2015,10,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,1
4890,2015,10,Commercial break-ins,Commercial break-ins actual,Palmerston,-,14
4891,2015,10,Commercial break-ins,Commercial break-ins attempted,NT Balance,Howard Springs,1
4892,2015,10,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,1
4893,2015,10,House break-ins,House break-ins actual,Darwin,-,27
4894,2015,10,House break-ins,House break-ins actual,NT Balance,Howard Springs,1
4895,2015,10,House break-ins,House break-ins actual,NT Balance,Humpty Doo,1
4896,2015,10,House break-ins,House break-ins actual,Palmerston,-,18
4897,2015,10,House break-ins,House break-ins attempted,Darwin,-,1
4898,2015,10,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,31
4899,2015,10,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,1
4900,2015,10,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,18
4901,2015,10,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,37
4902,2015,10,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,1
4903,2015,10,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,3
4904,2015,10,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,19
4905,2015,10,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,4
4906,2015,10,Property Damage Offences,Property damage offences,Darwin,-,195
4907,2015,10,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,4
4908,2015,10,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,4
4909,2015,10,Property Damage Offences,Property damage offences,Palmerston,-,66
4910,2015,10,Robbery - extortion and related offences,Robbery,Darwin,-,3
4911,2015,10,Robbery - extortion and related offences,Robbery,Palmerston,-,2
4912,2015,10,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,5
4913,2015,10,Sexual Assault and related offences,Non-assaultive sexual offences,NT Balance,Howard Springs,2
4914,2015,10,Sexual Assault and related offences,Sexual assault,Darwin,-,8
4915,2015,10,Sexual Assault and related offences,Sexual assault,Palmerston,-,2
4916,2015,10,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,197
4917,2015,10,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,9
4918,2015,10,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,3
4919,2015,10,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,94
4920,2015,11,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Darwin,-,1
4921,2015,11,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,3
4922,2015,11,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,5
4923,2015,11,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,3
4924,2015,11,Acts intended to cause injury,Assault,Darwin,-,52
4925,2015,11,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
4926,2015,11,Acts intended to cause injury,Assault,Palmerston,-,12
4927,2015,11,Acts intended to cause injury,Assault,Darwin,-,41
4928,2015,11,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
4929,2015,11,Acts intended to cause injury,Assault,Palmerston,-,3
4930,2015,11,Acts intended to cause injury,Assault,Darwin,-,13
4931,2015,11,Acts intended to cause injury,Assault,Palmerston,-,3
4932,2015,11,Acts intended to cause injury,Assault,Darwin,-,18
4933,2015,11,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
4934,2015,11,Acts intended to cause injury,Assault,Palmerston,-,9
4935,2015,11,Acts intended to cause injury,Assault,Darwin,-,8
4936,2015,11,Acts intended to cause injury,Assault,Palmerston,-,6
4937,2015,11,Acts intended to cause injury,Assault,Darwin,-,16
4938,2015,11,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
4939,2015,11,Acts intended to cause injury,Assault,Palmerston,-,15
4940,2015,11,Acts intended to cause injury,Other acts intended to cause injury,Palmerston,-,1
4941,2015,11,Commercial break-ins,Commercial break-ins actual,Darwin,-,31
4942,2015,11,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,1
4943,2015,11,Commercial break-ins,Commercial break-ins actual,Palmerston,-,8
4944,2015,11,Commercial break-ins,Commercial break-ins attempted,Darwin,-,4
4945,2015,11,Commercial break-ins,Commercial break-ins attempted,NT Balance,Humpty Doo,1
4946,2015,11,Homicide and related Offences,Manslaughter,Darwin,-,1
4947,2015,11,Homicide and related Offences,Murder,Darwin,-,1
4948,2015,11,House break-ins,House break-ins actual,Darwin,-,52
4949,2015,11,House break-ins,House break-ins actual,NT Balance,Howard Springs,1
4950,2015,11,House break-ins,House break-ins actual,Palmerston,-,12
4951,2015,11,House break-ins,House break-ins attempted,Darwin,-,1
4952,2015,11,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,34
4953,2015,11,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,2
4954,2015,11,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,9
4955,2015,11,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,48
4956,2015,11,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,1
4957,2015,11,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,3
4958,2015,11,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,19
4959,2015,11,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,5
4960,2015,11,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Palmerston,-,2
4961,2015,11,Property Damage Offences,Property damage offences,Darwin,-,189
4962,2015,11,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,2
4963,2015,11,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,8
4964,2015,11,Property Damage Offences,Property damage offences,Palmerston,-,48
4965,2015,11,Robbery - extortion and related offences,Robbery,Darwin,-,6
4966,2015,11,Robbery - extortion and related offences,Robbery,Palmerston,-,1
4967,2015,11,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,1
4968,2015,11,Sexual Assault and related offences,Sexual assault,Darwin,-,14
4969,2015,11,Sexual Assault and related offences,Sexual assault,Palmerston,-,4
4970,2015,11,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,286
4971,2015,11,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,4
4972,2015,11,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,9
4973,2015,11,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,62
4974,2015,12,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Darwin,-,2
4975,2015,12,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,NT Balance,Humpty Doo,1
4976,2015,12,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Palmerston,-,2
4977,2015,12,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,7
4978,2015,12,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,8
4979,2015,12,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Humpty Doo,1
4980,2015,12,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,1
4981,2015,12,Acts intended to cause injury,Assault,Darwin,-,41
4982,2015,12,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,3
4983,2015,12,Acts intended to cause injury,Assault,Palmerston,-,11
4984,2015,12,Acts intended to cause injury,Assault,Darwin,-,53
4985,2015,12,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
4986,2015,12,Acts intended to cause injury,Assault,Palmerston,-,8
4987,2015,12,Acts intended to cause injury,Assault,Darwin,-,12
4988,2015,12,Acts intended to cause injury,Assault,Palmerston,-,3
4989,2015,12,Acts intended to cause injury,Assault,Darwin,-,23
4990,2015,12,Acts intended to cause injury,Assault,NT Balance,Howard Springs,2
4991,2015,12,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
4992,2015,12,Acts intended to cause injury,Assault,Palmerston,-,5
4993,2015,12,Acts intended to cause injury,Assault,Darwin,-,6
4994,2015,12,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
4995,2015,12,Acts intended to cause injury,Assault,Palmerston,-,3
4996,2015,12,Acts intended to cause injury,Assault,Darwin,-,17
4997,2015,12,Acts intended to cause injury,Assault,NT Balance,Howard Springs,3
4998,2015,12,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
4999,2015,12,Acts intended to cause injury,Assault,Palmerston,-,4
5000,2015,12,Acts intended to cause injury,Other acts intended to cause injury,Darwin,-,1
5001,2015,12,Commercial break-ins,Commercial break-ins actual,Darwin,-,44
5002,2015,12,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,1
5003,2015,12,Commercial break-ins,Commercial break-ins actual,Palmerston,-,9
5004,2015,12,Homicide and related Offences,Driving causing death,Darwin,-,1
5005,2015,12,House break-ins,House break-ins actual,Darwin,-,65
5006,2015,12,House break-ins,House break-ins actual,Palmerston,-,20
5007,2015,12,House break-ins,House break-ins attempted,Darwin,-,4
5008,2015,12,House break-ins,House break-ins attempted,Palmerston,-,2
5009,2015,12,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,30
5010,2015,12,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,2
5011,2015,12,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Humpty Doo,3
5012,2015,12,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,15
5013,2015,12,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,58
5014,2015,12,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,2
5015,2015,12,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,22
5016,2015,12,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,2
5017,2015,12,Property Damage Offences,Property damage offences,Darwin,-,216
5018,2015,12,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,1
5019,2015,12,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,9
5020,2015,12,Property Damage Offences,Property damage offences,Palmerston,-,45
5021,2015,12,Robbery - extortion and related offences,Robbery,Darwin,-,10
5022,2015,12,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,1
5023,2015,12,Sexual Assault and related offences,Non-assaultive sexual offences,Palmerston,-,2
5024,2015,12,Sexual Assault and related offences,Sexual assault,Darwin,-,8
5025,2015,12,Sexual Assault and related offences,Sexual assault,NT Balance,Howard Springs,1
5026,2015,12,Sexual Assault and related offences,Sexual assault,Palmerston,-,3
5027,2015,12,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,299
5028,2015,12,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,2
5029,2015,12,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,7
5030,2015,12,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,69
5031,2016,1,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Darwin,-,1
5032,2016,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,4
5033,2016,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,NT Balance,Humpty Doo,1
5034,2016,1,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,4
5035,2016,1,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,1
5036,2016,1,Acts intended to cause injury,Assault,Darwin,-,47
5037,2016,1,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
5038,2016,1,Acts intended to cause injury,Assault,Palmerston,-,25
5039,2016,1,Acts intended to cause injury,Assault,Darwin,-,56
5040,2016,1,Acts intended to cause injury,Assault,Palmerston,-,10
5041,2016,1,Acts intended to cause injury,Assault,Darwin,-,10
5042,2016,1,Acts intended to cause injury,Assault,Palmerston,-,2
5043,2016,1,Acts intended to cause injury,Assault,Darwin,-,30
5044,2016,1,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
5045,2016,1,Acts intended to cause injury,Assault,Palmerston,-,4
5046,2016,1,Acts intended to cause injury,Assault,Darwin,-,11
5047,2016,1,Acts intended to cause injury,Assault,Palmerston,-,10
5048,2016,1,Acts intended to cause injury,Assault,Darwin,-,13
5049,2016,1,Acts intended to cause injury,Assault,NT Balance,Howard Springs,6
5050,2016,1,Acts intended to cause injury,Assault,Palmerston,-,12
5051,2016,1,Commercial break-ins,Commercial break-ins actual,Darwin,-,33
5052,2016,1,Commercial break-ins,Commercial break-ins actual,Palmerston,-,19
5053,2016,1,Commercial break-ins,Commercial break-ins attempted,Darwin,-,3
5054,2016,1,Commercial break-ins,Commercial break-ins attempted,NT Balance,Humpty Doo,1
5055,2016,1,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,1
5056,2016,1,House break-ins,House break-ins actual,Darwin,-,61
5057,2016,1,House break-ins,House break-ins actual,NT Balance,Humpty Doo,1
5058,2016,1,House break-ins,House break-ins actual,Palmerston,-,27
5059,2016,1,House break-ins,House break-ins attempted,Darwin,-,2
5060,2016,1,House break-ins,House break-ins attempted,Palmerston,-,6
5061,2016,1,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,38
5062,2016,1,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,7
5063,2016,1,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,21
5064,2016,1,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,33
5065,2016,1,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,1
5066,2016,1,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,15
5067,2016,1,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,2
5068,2016,1,Property Damage Offences,Property damage offences,Darwin,-,190
5069,2016,1,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,7
5070,2016,1,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,7
5071,2016,1,Property Damage Offences,Property damage offences,Palmerston,-,81
5072,2016,1,Robbery - extortion and related offences,Robbery,Darwin,-,6
5073,2016,1,Robbery - extortion and related offences,Robbery,Palmerston,-,1
5074,2016,1,Sexual Assault and related offences,Sexual assault,Darwin,-,14
5075,2016,1,Sexual Assault and related offences,Sexual assault,NT Balance,Howard Springs,1
5076,2016,1,Sexual Assault and related offences,Sexual assault,Palmerston,-,6
5077,2016,1,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,255
5078,2016,1,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,5
5079,2016,1,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,4
5080,2016,1,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,91
5081,2016,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,7
5082,2016,2,Abduction - harassment and other offences against the person,Harassment and private nuisance,Palmerston,-,1
5083,2016,2,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,11
5084,2016,2,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Humpty Doo,1
5085,2016,2,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,3
5086,2016,2,Acts intended to cause injury,Assault,Darwin,-,32
5087,2016,2,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
5088,2016,2,Acts intended to cause injury,Assault,Palmerston,-,7
5089,2016,2,Acts intended to cause injury,Assault,Darwin,-,54
5090,2016,2,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
5091,2016,2,Acts intended to cause injury,Assault,Palmerston,-,2
5092,2016,2,Acts intended to cause injury,Assault,Darwin,-,12
5093,2016,2,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
5094,2016,2,Acts intended to cause injury,Assault,Palmerston,-,2
5095,2016,2,Acts intended to cause injury,Assault,Darwin,-,38
5096,2016,2,Acts intended to cause injury,Assault,Palmerston,-,10
5097,2016,2,Acts intended to cause injury,Assault,Darwin,-,10
5098,2016,2,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,3
5099,2016,2,Acts intended to cause injury,Assault,Palmerston,-,6
5100,2016,2,Acts intended to cause injury,Assault,Darwin,-,25
5101,2016,2,Acts intended to cause injury,Assault,NT Balance,Howard Springs,6
5102,2016,2,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,3
5103,2016,2,Acts intended to cause injury,Assault,Palmerston,-,7
5104,2016,2,Commercial break-ins,Commercial break-ins actual,Darwin,-,33
5105,2016,2,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,1
5106,2016,2,Commercial break-ins,Commercial break-ins actual,Palmerston,-,8
5107,2016,2,Commercial break-ins,Commercial break-ins attempted,Darwin,-,2
5108,2016,2,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,3
5109,2016,2,House break-ins,House break-ins actual,Darwin,-,33
5110,2016,2,House break-ins,House break-ins actual,NT Balance,Howard Springs,2
5111,2016,2,House break-ins,House break-ins actual,Palmerston,-,18
5112,2016,2,House break-ins,House break-ins attempted,Darwin,-,5
5113,2016,2,House break-ins,House break-ins attempted,NT Balance,Humpty Doo,2
5114,2016,2,House break-ins,House break-ins attempted,Palmerston,-,10
5115,2016,2,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,28
5116,2016,2,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,1
5117,2016,2,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,15
5118,2016,2,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,50
5119,2016,2,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,4
5120,2016,2,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,21
5121,2016,2,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,3
5122,2016,2,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Palmerston,-,2
5123,2016,2,Property Damage Offences,Property damage offences,Darwin,-,213
5124,2016,2,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,6
5125,2016,2,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,6
5126,2016,2,Property Damage Offences,Property damage offences,Palmerston,-,58
5127,2016,2,Robbery - extortion and related offences,Robbery,Darwin,-,3
5128,2016,2,Robbery - extortion and related offences,Robbery,Palmerston,-,2
5129,2016,2,Sexual Assault and related offences,Non-assaultive sexual offences,NT Balance,Humpty Doo,2
5130,2016,2,Sexual Assault and related offences,Non-assaultive sexual offences,Palmerston,-,1
5131,2016,2,Sexual Assault and related offences,Sexual assault,Darwin,-,8
5132,2016,2,Sexual Assault and related offences,Sexual assault,Palmerston,-,2
5133,2016,2,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,277
5134,2016,2,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,8
5135,2016,2,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,6
5136,2016,2,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,78
5137,2016,3,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,9
5138,2016,3,Abduction - harassment and other offences against the person,Harassment and private nuisance,Palmerston,-,1
5139,2016,3,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,7
5140,2016,3,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Howard Springs,1
5141,2016,3,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,2
5142,2016,3,Acts intended to cause injury,Assault,Darwin,-,33
5143,2016,3,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
5144,2016,3,Acts intended to cause injury,Assault,Palmerston,-,11
5145,2016,3,Acts intended to cause injury,Assault,Darwin,-,45
5146,2016,3,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
5147,2016,3,Acts intended to cause injury,Assault,Palmerston,-,7
5148,2016,3,Acts intended to cause injury,Assault,Darwin,-,9
5149,2016,3,Acts intended to cause injury,Assault,Palmerston,-,2
5150,2016,3,Acts intended to cause injury,Assault,Darwin,-,32
5151,2016,3,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
5152,2016,3,Acts intended to cause injury,Assault,Palmerston,-,12
5153,2016,3,Acts intended to cause injury,Assault,Darwin,-,8
5154,2016,3,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
5155,2016,3,Acts intended to cause injury,Assault,Palmerston,-,8
5156,2016,3,Acts intended to cause injury,Assault,Darwin,-,13
5157,2016,3,Acts intended to cause injury,Assault,NT Balance,Howard Springs,9
5158,2016,3,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,3
5159,2016,3,Acts intended to cause injury,Assault,Palmerston,-,7
5160,2016,3,Commercial break-ins,Commercial break-ins actual,Darwin,-,28
5161,2016,3,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,1
5162,2016,3,Commercial break-ins,Commercial break-ins actual,Palmerston,-,9
5163,2016,3,Commercial break-ins,Commercial break-ins attempted,Darwin,-,2
5164,2016,3,House break-ins,House break-ins actual,Darwin,-,29
5165,2016,3,House break-ins,House break-ins actual,NT Balance,Humpty Doo,2
5166,2016,3,House break-ins,House break-ins actual,Palmerston,-,34
5167,2016,3,House break-ins,House break-ins attempted,Darwin,-,5
5168,2016,3,House break-ins,House break-ins attempted,Palmerston,-,4
5169,2016,3,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,17
5170,2016,3,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,4
5171,2016,3,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Humpty Doo,2
5172,2016,3,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,19
5173,2016,3,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,30
5174,2016,3,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,3
5175,2016,3,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,14
5176,2016,3,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,1
5177,2016,3,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Palmerston,-,1
5178,2016,3,Property Damage Offences,Property damage offences,Darwin,-,157
5179,2016,3,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,4
5180,2016,3,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,6
5181,2016,3,Property Damage Offences,Property damage offences,Palmerston,-,73
5182,2016,3,Robbery - extortion and related offences,Robbery,Darwin,-,2
5183,2016,3,Robbery - extortion and related offences,Robbery,Palmerston,-,2
5184,2016,3,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,3
5185,2016,3,Sexual Assault and related offences,Non-assaultive sexual offences,NT Balance,Howard Springs,1
5186,2016,3,Sexual Assault and related offences,Sexual assault,Darwin,-,10
5187,2016,3,Sexual Assault and related offences,Sexual assault,Palmerston,-,3
5188,2016,3,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,225
5189,2016,3,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,6
5190,2016,3,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,10
5191,2016,3,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,112
5192,2016,4,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,2
5193,2016,4,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,4
5194,2016,4,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Howard Springs,1
5195,2016,4,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Humpty Doo,1
5196,2016,4,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,1
5197,2016,4,Acts intended to cause injury,Assault,Darwin,-,37
5198,2016,4,Acts intended to cause injury,Assault,Palmerston,-,7
5199,2016,4,Acts intended to cause injury,Assault,Darwin,-,55
5200,2016,4,Acts intended to cause injury,Assault,NT Balance,Howard Springs,2
5201,2016,4,Acts intended to cause injury,Assault,Palmerston,-,9
5202,2016,4,Acts intended to cause injury,Assault,Darwin,-,13
5203,2016,4,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
5204,2016,4,Acts intended to cause injury,Assault,Palmerston,-,3
5205,2016,4,Acts intended to cause injury,Assault,Darwin,-,17
5206,2016,4,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
5207,2016,4,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
5208,2016,4,Acts intended to cause injury,Assault,Palmerston,-,3
5209,2016,4,Acts intended to cause injury,Assault,Darwin,-,10
5210,2016,4,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
5211,2016,4,Acts intended to cause injury,Assault,Palmerston,-,5
5212,2016,4,Acts intended to cause injury,Assault,Darwin,-,16
5213,2016,4,Acts intended to cause injury,Assault,NT Balance,Howard Springs,16
